BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","ISI:000456188500001","Abualsaud, Khalid; Elfouly, Tarek M.; Khattab, Tamer; Yaacoub, Elias; Ismail, Loay Sabry; Ahmed, Mohamed Hossam; Guizani, Mohsen","A Survey on Mobile Crowd-Sensing and Its Applications in the IoT Era","{IEEE ACCESS}",{7},,"","{3855-3881}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Mobile crowd-sensing (MCS) is a new sensing paradigm that takes
    This scheme not only protects devices' privacy, but also achieves high
    efficiency. Moreover, we introduce a fault tolerant (LPTD-II) framework
    which can effectively overcome malfunctioning CIoT devices. Detailed
    security analysis indicates the proposed schemes are secure under a
    comprehensively designed threat model. Experimental simulations are also
    carried out to demonstrate the efficiency of the proposed schemes. (C)
    2018 Elsevier B.V. All rights reserved.}","","{CIoT; Truth discovery; Lightweight; Privacy-preserving}","",""
7,"","ISI:000445712400327","Zhang, Ruonan; Liu, Jiawei; Du, Xiaojiang; Li, Bin; Guizani, Mohsen","AOA-Based Three-Dimensional Multi-Target Localization in Industrial WSNs for LOS Conditions","{SENSORS}",{18},{8},"{AUG}","",{2018},"{ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND}","","","","","","","","{MDPI}","","","","","","","{High-precision and fast relative positioning of a large number of mobile
    sensor nodes (MSNs) is crucial for smart industrial wireless sensor
    networks (SIWSNs). However, positioning multiple targets simultaneously
    in three-dimensional (3D) space has been less explored. In this paper,
    we propose a new approach, called Angle-of-Arrival (AOA) based
    Three-dimensional Multi-target Localization (ATML). The approach
    utilizes two anchor nodes (ANs) with antenna arrays to receive the
    spread spectrum signals broadcast by MSNs. We design a multi-target
    single-input-multiple-output (MT-SIMO) signal transmission scheme and a
    simple iterative maximum likelihood estimator (MLE) to estimate the 2D
    AOAs of multiple MSNs simultaneously. We further adopt the skew line
    theorem of 3D geometry to mitigate the AOA estimation errors in
    determining locations. We have conducted extensive simulations and also
    developed a testbed of the proposed ATML. The numerical and field
    experiment results have verified that the proposed ATML can locate
    multiple MSNs simultaneously with high accuracy and efficiency by
    exploiting the spread spectrum gain and antenna array gain. The ATML
    scheme does not require extra hardware or synchronization among nodes,
    and has good capability in mitigating interference and multipath effect
    in complicated industrial environments.}","","{wireless sensor network; localization; smart industrial; angle of arrival; maximum likelihood estimator; antenna array}","",""
7,"","ISI:000452319900017","Zhang, Yin; Ma, Xiao; Wan, Shaohua; Abbas, Haider; Guizani, Mohsen","CrossRec: Cross-Domain Recommendations Based on Social Big Data and Cognitive Computing","{MOBILE NETWORKS \& APPLICATIONS}",{23},{6, SI},"{DEC}","{1610-1623}",{2018},"{233 SPRING ST, NEW YORK, NY 10013 USA}","","","","","","","","{SPRINGER}","","","","","","","{With the explosion of social data comes a great challenge called
    information overloading. To overcome this challenge, recommender systems
    are expected to support users in quickly accessing the appropriate
    content. However, cold-start users are a formidable challenge in the
    design of recommender systems because the conventional recommendation
    services are based on a single data source, namely, a single field.
    Considering the advantages of social-based and cross-domain approaches
    involving further additional data, we propose a cross-domain recommender
    system, including three approaches, based on multi-source social big
    data. The proposed approach is expected to effectively alleviate the
    issues of cold-start users by transferring user preferences from a
    related auxiliary domain to a target domain. Moreover, the transferred
    preferences are able to improve the diversity of recommendations.
    Through adequate evaluations based on an actual dataset in the book and
    music domains, it is shown that the accuracies of the three proposed
    approaches are significantly improved compared with the conventional
    recommender approaches, such as collaborative filtering and matrix
    factorization. In particular, the proposed approaches are available to
    provide cold-start users with highly effective recommendations.}","","{Cross-domain recommender; Social big data; Collaborative filtering; Association rule}","",""
7,"","ISI:000437394700029","Zhang, Yue; Song, Bin; Du, Xiaojiang; Guizani, Mohsen","Vehicle Tracking Using Surveillance With Multimodal Data Fusion","{IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS}",{19},{7},"{JUL}","{2353-2361}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Vehicle location prediction or vehicle tracking is a significant topic
    within connected vehicles. This task, however, is difficult if merely a
    single modal data is available, probably causing biases and impeding the
    accuracy. With the development of sensor networks in connected vehicles,
    multimodal data are becoming accessible. Therefore, we propose a
    framework for vehicle tracking with multimodal data fusion.
    Specifically, we fuse the results of two modalities, images and
    velocities, in our vehicle-tracking task. Images, being processed in the
    module of vehicle detection, provide visual information about the
    features of vehicles, whereas velocity estimation can further evaluate
    the possible locations of the target vehicles, which reduces the number
    of candidates being compared, decreasing the time consumption and
    computational cost. Our vehicle detection model is designed with a
    color-faster R-CNN, whose inputs are both the texture and color of the
    vehicles. Meanwhile, velocity estimation is achieved by the Kalman
    filter, which is a classical method for tracking. Finally, a multimodal
    data fusion method is applied to integrate these outcomes so that
    vehicle-tracking tasks can be achieved. Experimental results suggest the
    efficiency of our methods, which can track vehicles using a series of
    surveillance cameras in urban areas.}","","{Faster R-CNN; Kalman filter; multimodal data fusion; surveillance; vehicle tracking}","",""
7,"","ISI:000441446300036","Zhou, Rang; Zhang, Xiaosong; Du, Xiaojiang; Wang, Xiaofen; Yang, Guowu; Guizani, Mohsen","File-Centric Multi-Key Aggregate Keyword Searchable Encryption for Industrial Internet of Things","{IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS}",{14},{8},"{AUG}","{3648-3658}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Cloud storage has been used to reduce the cost and support convenient
    collaborations for industrial Internet of things (IIoT) data management.
    When data owners share IIoT data with authorized parties for data
    interaction, secure cloud data searching and file access control are
    fundamental security requirements. In this paper, first we discuss a new
    insider attack to the Cui's multi-key aggregate searchable encryption
    scheme, where the unauthorized inside users can guess the other users
    private keys. Then, we propose a novel file-centric multi-key aggregate
    keyword searchable encryption (Fc-MKA-KSE) system for the lloT data in
    the file-centric framework. Specifically, we present two formal security
    models, namely, the security models of the indistinguishable
    selective-file chosen keyword attack and the indistinguishable
    selective-file keyword guessing attack, which can satisfy the security
    requirements. Our experimental results show that the proposed scheme
    achieves computational efficiency.}","","{Data sharing; industrial Internet of things (IIoT); searchable encryption; security; trapdoor privacy}","",""
7,"","ISI:000450191400038","Zhou, Zhenyu; Feng, Junhao; Gu, Bo; Ai, Bo; Mumtaz, Shahid; Rodriguez, Jonathan; Guizani, Mohsen","When Mobile Crowd Sensing Meets UAV: Energy-Efficient Task Assignment and Route Planning","{IEEE TRANSACTIONS ON COMMUNICATIONS}",{66},{11},"{NOV}","{5526-5538}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{With the increasing popularity of unmanned aerial vehicles (UAVs), it is
    foreseen that they will play an important role in broadening the horizon
    of mobile crowd sensing (MCS). Specifically, UAV-aided MCS allows
    autonomous data collection anytime and anywhere due to the capability of
    fast deployment and controllable mobility. However, the on-board battery
    capacity of UAVs imposes a limitation on their endurance capability and
    performance. In this paper, we consider the fixed-wing UAV-aided MCS
    system and investigate the corresponding joint route planning and task
    assignment problem from an energy efficiency perspective. The formulated
    joint optimization problem is transformed into a two-sided two-stage
    matching problem, in which the route planning problem is solved in the
    first stage based on either dynamic programming or genetic algorithms,
    and the task assignment problem is addressed in the second stage by
    exploring the Gale-Shapley algorithm. We provide a comprehensive
    theoretical analysis, and elaborate the procedures of practical
    implementation. Numerical results demonstrate that significant
    performance improvement can be achieved by the proposed scheme.}","","{Mobile crowd sensing; unmanned aerial vehicles; energy efficiency; route planning; task assignment}","",""
7,"","ISI:000441428700021","Zhu, Liehuang; Zhang, Chuan; Xu, Chang; Du, Xiaojiang; Xu, Rixin; Sharif, Kashif; Guizani, Mohsen","PRIF: A Privacy-Preserving Interest-Based Forwarding Scheme for Social Internet of Vehicles","{IEEE INTERNET OF THINGS JOURNAL}",{5},{4, SI},"{AUG}","{2457-2466}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Recent advances in socially aware networks (SANs) have allowed its use
    in many domains, out of which the Social Internet of Vehicles (SIOV) is
    of prime importance. SANs can provide a promising routing and forwarding
    paradigm for SIOV by using interest-based communication. Though able to
    improve the forwarding performance, existing interest-based schemes fail
    to consider the important issue of protecting users' interest
    information. In this paper, we propose a privacy-preserving
    interest-based forwarding scheme (PRIF) for SIOV, which not only
    protects the interest information but also improves the forwarding
    performance. We propose a privacy-preserving authentication protocol to
    recognize communities among mobile nodes. During data routing and
    forwarding, a node can know others' interests only if they are
    affiliated with the same community. Moreover, to improve forwarding
    performance, a new metric community energy is introduced to indicate
    vehicular social proximity. Community energy is generated when two nodes
    encounter one another and information is shared among them. PRIF
    considers this energy metric to select forwarders toward the destination
    node or the destination community. Security analysis indicates PRIF can
    protect nodes' interest information. In addition, extensive simulations
    have been conducted to demonstrate that PRIF outperforms the existing
    algorithms, including the BEEINFO, Epidemic, and PRoPHET.}","","{Community; forwarding; interest; privacypreserving; Social Internet of Vehicles (SIOV)}","",""
